order_item_id,order_id,product_id,quantity,discount_applied,price,item_total
2612,1926,485,3,0.2,532.11,1277.064
3086,1027,485,3,0.32,532.11,1085.5043999999998
3841,2095,485,2,0.19,532.11,862.0182000000001
3846,2962,485,5,0.19,532.11,2155.0455
4536,707,485,3,0.08,532.11,1468.6236
5142,1765,485,2,0.16,532.11,893.9448
5725,88,485,2,0.07,532.11,989.7246
96,235,95,1,0.16,154.89,130.1076
542,1192,95,4,0.32,154.89,421.3007999999999
1176,327,95,2,0.29,154.89,219.94379999999998
2426,518,95,3,0.11,154.89,413.55629999999996
2844,1628,95,5,0.24,154.89,588.582
2940,1523,95,2,0.0,154.89,309.78
3019,731,95,1,0.29,154.89,109.97189999999999
3746,96,95,3,0.24,154.89,353.14919999999995
4011,2656,95,2,0.37,154.89,195.1614
4344,1530,95,3,0.21,154.89,367.0893
5780,2401,95,2,0.09,154.89,281.89979999999997
97,2564,112,2,0.44,8925.12,9996.134400000003
577,366,112,3,0.01,8925.12,26507.6064
1643,2098,112,4,0.15,8925.12,30345.408000000003
1984,2022,112,3,0.15,8925.12,22759.056
2951,1521,112,5,0.03,8925.12,43286.832
3040,887,112,3,0.36,8925.12,17136.2304
3291,2647,112,3,0.33,8925.12,17939.491199999997
4183,1230,112,3,0.08,8925.12,24633.3312
4692,1748,112,2,0.45,8925.12,9817.632000000001
5477,1167,112,2,0.27,8925.12,13030.675200000001
5593,1582,112,3,0.15,8925.12,22759.056
98,43,49,3,0.1,3073.19,8297.613
232,926,49,1,0.45,3073.19,1690.2545000000002
1008,625,49,3,0.41,3073.19,5439.546300000001
1027,2901,49,5,0.4,3073.19,9219.57
1564,2726,49,5,0.38,3073.19,9526.889000000001
2857,391,49,5,0.27,3073.19,11217.1435
2914,681,49,2,0.0,3073.19,6146.38
3949,2328,49,1,0.12,3073.19,2704.4072
3996,2117,49,3,0.3,3073.19,6453.699
4718,2788,49,1,0.29,3073.19,2181.9649
99,1457,9,4,0.4,2353.2,5647.679999999999
353,864,9,5,0.19,2353.2,9530.460000000001
924,1859,9,5,0.34,2353.2,7765.5599999999995
1552,1253,9,4,0.0,2353.2,9412.8
1763,115,9,1,0.09,2353.2,2141.412
1896,137,9,2,0.44,2353.2,2635.584
1916,2052,9,3,0.37,2353.2,4447.548
2571,478,9,4,0.1,2353.2,8471.52
2766,2055,9,2,0.42,2353.2,2729.712
2949,2515,9,1,0.11,2353.2,2094.348
3148,2653,9,5,0.46,2353.2,6353.64
3264,1209,9,4,0.0,2353.2,9412.8
3736,122,9,2,0.19,2353.2,3812.1839999999997
4271,1148,9,4,0.5,2353.2,4706.4
4407,1338,9,1,0.28,2353.2,1694.3039999999999
4576,1720,9,2,0.31,2353.2,3247.4159999999997
4907,2377,9,2,0.45,2353.2,2588.52
5177,661,9,4,0.01,2353.2,9318.671999999999
5258,634,9,3,0.43,2353.2,4023.972
5796,283,9,4,0.31,2353.2,6494.831999999999
5979,1689,9,2,0.09,2353.2,4282.824
100,899,201,4,0.23,2257.85,6954.178
108,2390,201,1,0.29,2257.85,1603.0735
595,1676,201,3,0.01,2257.85,6705.8144999999995
1189,1532,201,4,0.28,2257.85,6502.607999999999
1270,886,201,1,0.14,2257.85,1941.751
1438,2324,201,2,0.24,2257.85,3431.932
2280,184,201,2,0.01,2257.85,4470.543
2388,1839,201,4,0.13,2257.85,7857.317999999999
2483,2084,201,1,0.09,2257.85,2054.6435
3756,506,201,5,0.41,2257.85,6660.657500000001
4054,2203,201,4,0.34,2257.85,5960.723999999999
4511,2652,201,2,0.29,2257.85,3206.147
4583,1804,201,5,0.17,2257.85,9370.0775
5102,2940,201,3,0.07,2257.85,6299.401499999999
5162,2404,201,5,0.2,2257.85,9031.4
5572,2803,201,5,0.27,2257.85,8241.1525
101,2993,242,1,0.23,2773.82,2135.8414000000002
763,886,242,3,0.35,2773.82,5408.9490000000005
2246,1132,242,3,0.05,2773.82,7905.387000000001
3244,2789,242,2,0.39,2773.82,3384.0604000000003
3254,1143,242,2,0.4,2773.82,3328.5840000000003
4034,2044,242,4,0.2,2773.82,8876.224
5524,1435,242,5,0.13,2773.82,12066.117
103,724,139,1,0.0,5471.85,5471.85
688,284,139,4,0.2,5471.85,17509.920000000002
1365,472,139,1,0.2,5471.85,4377.4800000000005
1441,936,139,5,0.11,5471.85,24349.732500000002
1560,565,139,3,0.42,5471.85,9521.019000000002
1980,1351,139,4,0.37,5471.85,13789.062000000002
2659,2226,139,5,0.09,5471.85,24896.9175
3141,1929,139,3,0.29,5471.85,11655.040500000001
4575,378,139,1,0.11,5471.85,4869.9465
104,1049,173,5,0.21,6463.22,25529.719000000005
1012,889,173,1,0.33,6463.22,4330.3574
1350,724,173,2,0.3,6463.22,9048.508
1430,2389,173,1,0.17,6463.22,5364.4726
1518,504,173,5,0.35,6463.22,21005.465000000004
2217,2329,173,5,0.21,6463.22,25529.719000000005
2463,1955,173,5,0.47,6463.22,17127.533000000003
2665,1177,173,5,0.11,6463.22,28761.329
3252,1176,173,5,0.18,6463.22,26499.202000000005
3583,2441,173,1,0.22,6463.22,5041.3116
4105,2222,173,3,0.16,6463.22,16287.3144
4130,2586,173,2,0.39,6463.22,7885.1284000000005
4473,2004,173,5,0.34,6463.22,21328.626
4941,2798,173,4,0.2,6463.22,20682.304000000004
5128,606,173,4,0.13,6463.22,22492.0056
5342,2009,173,5,0.35,6463.22,21005.465000000004
5344,2013,173,2,0.19,6463.22,10470.416400000002
5935,1585,173,2,0.08,6463.22,11892.3248
5967,2879,173,4,0.3,6463.22,18097.016
105,65,102,1,0.42,5227.78,3032.1124000000004
343,245,102,4,0.37,5227.78,13174.005599999999
1076,1203,102,5,0.23,5227.78,20126.952999999998
1475,85,102,3,0.07,5227.78,14585.5062
1894,395,102,5,0.12,5227.78,23002.232
2757,1694,102,1,0.3,5227.78,3659.4459999999995
3384,2327,102,4,0.44,5227.78,11710.227200000001
3963,1193,102,4,0.42,5227.78,12128.449600000002
3969,1249,102,3,0.07,5227.78,14585.5062
4635,540,102,1,0.45,5227.78,2875.279
5210,2047,102,5,0.38,5227.78,16206.117999999999
5588,82,102,2,0.39,5227.78,6377.8916
5843,2701,102,2,0.32,5227.78,7109.780799999999
5923,761,102,3,0.25,5227.78,11762.505000000001
106,2202,12,1,0.31,3349.79,2311.3550999999998
647,1645,12,2,0.39,3349.79,4086.7437999999997
689,1122,12,2,0.12,3349.79,5895.6304
1538,1244,12,1,0.35,3349.79,2177.3635
1607,351,12,3,0.12,3349.79,8843.4456
1669,2317,12,4,0.48,3349.79,6967.5632000000005
2126,2663,12,5,0.02,3349.79,16413.971
2840,1853,12,3,0.4,3349.79,6029.621999999999
3871,2475,12,5,0.45,3349.79,9211.9225
3890,2201,12,1,0.0,3349.79,3349.79
4365,2104,12,1,0.37,3349.79,2110.3677
4625,1234,12,1,0.29,3349.79,2378.3509
4807,1342,12,5,0.07,3349.79,15576.5235
5826,97,12,1,0.12,3349.79,2947.8152
5958,721,12,2,0.39,3349.79,4086.7437999999997
107,2693,255,5,0.09,6142.28,27947.374
393,1686,255,2,0.29,6142.28,8722.0376
704,1401,255,5,0.08,6142.28,28254.487999999998
1118,2298,255,1,0.5,6142.28,3071.14
1295,2104,255,1,0.41,6142.28,3623.9452
1435,449,255,4,0.02,6142.28,24077.7376
2306,1476,255,2,0.11,6142.28,10933.258399999999
2401,1067,255,5,0.17,6142.28,25490.461999999996
2585,2753,255,5,0.22,6142.28,23954.892
3008,2217,255,3,0.47,6142.28,9766.2252
3203,2493,255,5,0.42,6142.28,17812.612
3991,50,255,4,0.09,6142.28,22357.8992
4037,2616,255,1,0.11,6142.28,5466.629199999999
4827,289,255,1,0.13,6142.28,5343.7836
5012,371,255,2,0.35,6142.28,7984.964
5712,1007,255,4,0.38,6142.28,15232.8544
109,436,82,1,0.08,2071.39,1905.6788
126,2580,82,1,0.22,2071.39,1615.6842
154,1615,82,3,0.19,2071.39,5033.4777
433,230,82,4,0.2,2071.39,6628.448
516,1189,82,3,0.12,2071.39,5468.4696
631,2741,82,1,0.33,2071.39,1387.8312999999998
829,1188,82,4,0.12,2071.39,7291.292799999999
1713,2072,82,5,0.14,2071.39,8906.976999999999
2218,2707,82,2,0.27,2071.39,3024.2293999999997
2930,1216,82,2,0.06,2071.39,3894.2131999999997
3099,2984,82,5,0.36,2071.39,6628.447999999999
3414,2805,82,3,0.13,2071.39,5406.3279
3642,2106,82,4,0.07,2071.39,7705.570799999999
3814,2535,82,5,0.49,2071.39,5282.0445
4854,2026,82,2,0.33,2071.39,2775.6625999999997
4909,2906,82,1,0.35,2071.39,1346.4035
5514,862,82,2,0.46,2071.39,2237.1012
110,2960,156,2,0.1,5506.71,9912.078
565,2044,156,1,0.47,5506.71,2918.5563
625,2336,156,2,0.28,5506.71,7929.6624
914,627,156,4,0.28,5506.71,15859.3248
952,503,156,2,0.07,5506.71,10242.480599999999
1203,698,156,3,0.01,5506.71,16354.9287
1321,1855,156,3,0.27,5506.71,12059.6949
2047,377,156,5,0.01,5506.71,27258.2145
3129,1961,156,2,0.21,5506.71,8700.6018
4218,1262,156,2,0.36,5506.71,7048.5888
5368,197,156,4,0.26,5506.71,16299.8616
5429,2337,156,4,0.4,5506.71,13216.104
5629,2911,156,1,0.32,5506.71,3744.5627999999997
5842,1877,156,4,0.05,5506.71,20925.498
111,2819,425,1,0.35,4191.15,2724.2475
499,1458,425,5,0.39,4191.15,12783.0075
583,1939,425,2,0.14,4191.15,7208.777999999999
2517,679,425,3,0.47,4191.15,6663.9285
3050,214,425,1,0.47,4191.15,2221.3095
3461,2054,425,4,0.34,4191.15,11064.635999999999
3933,2630,425,4,0.35,4191.15,10896.99
4124,3,425,2,0.24,4191.15,6370.548
4454,202,425,2,0.23,4191.15,6454.370999999999
4773,2512,425,4,0.49,4191.15,8549.946
112,1565,490,4,0.27,6670.52,19477.918400000002
151,1271,490,1,0.25,6670.52,5002.89
277,9,490,4,0.11,6670.52,23747.0512
352,994,490,5,0.31,6670.52,23013.294
2095,1001,490,1,0.34,6670.52,4402.5432
2096,2158,490,1,0.46,6670.52,3602.0808000000006
2154,2182,490,4,0.37,6670.52,16809.7104
3984,934,490,2,0.42,6670.52,7737.803200000001
5171,291,490,2,0.12,6670.52,11740.1152
5323,2877,490,1,0.43,6670.52,3802.1964000000007
5600,2798,490,2,0.2,6670.52,10672.832000000002
5609,1861,490,1,0.08,6670.52,6136.8784000000005
5618,1592,490,5,0.25,6670.52,25014.450000000004
113,2679,438,5,0.48,6127.83,15932.358000000002
1022,1121,438,5,0.07,6127.83,28494.409499999998
1063,819,438,3,0.24,6127.83,13971.452399999998
1328,1768,438,2,0.16,6127.83,10294.7544
1695,27,438,5,0.37,6127.83,19302.664500000003
1794,1600,438,3,0.16,6127.83,15442.131599999997
2594,2136,438,2,0.13,6127.83,10662.4242
3980,1198,438,5,0.31,6127.83,21141.0135
4307,2176,438,2,0.5,6127.83,6127.83
4496,1270,438,4,0.07,6127.83,22795.527599999998
4533,1700,438,5,0.13,6127.83,26656.0605
5561,2189,438,1,0.4,6127.83,3676.698
5625,590,438,3,0.36,6127.83,11765.433599999998
5806,808,438,1,0.05,6127.83,5821.438499999999
114,1055,282,2,0.12,5356.13,9426.7888
366,222,282,5,0.37,5356.13,16871.8095
480,2336,282,2,0.36,5356.13,6855.8464
854,1260,282,1,0.11,5356.13,4766.9557
1456,1993,282,1,0.47,5356.13,2838.7489
1468,1984,282,5,0.37,5356.13,16871.8095
1846,1326,282,2,0.29,5356.13,7605.7046
2877,1276,282,2,0.39,5356.13,6534.4786
2885,1666,282,1,0.24,5356.13,4070.6588
3548,2110,282,4,0.39,5356.13,13068.9572
4023,1267,282,5,0.28,5356.13,19282.068
4192,1623,282,3,0.24,5356.13,12211.9764
4234,829,282,5,0.29,5356.13,19014.2615
4428,522,282,4,0.14,5356.13,18425.0872
4445,112,282,2,0.34,5356.13,7070.091599999999
5574,25,282,3,0.43,5356.13,9158.982300000001
5632,1648,282,2,0.26,5356.13,7927.0724
115,2566,143,1,0.44,9057.9,5072.424
1135,2043,143,1,0.09,9057.9,8242.689
1313,68,143,5,0.41,9057.9,26720.805000000004
1388,701,143,3,0.2,9057.9,21738.96
1498,2232,143,3,0.25,9057.9,20380.274999999998
1730,505,143,2,0.13,9057.9,15760.746
1820,2360,143,4,0.17,9057.9,30072.228
2118,503,143,1,0.42,9057.9,5253.582
2447,1380,143,3,0.3,9057.9,19021.589999999997
2678,1424,143,3,0.23,9057.9,20923.749
3352,2994,143,4,0.25,9057.9,27173.699999999997
3475,1784,143,2,0.22,9057.9,14130.324
4543,449,143,2,0.05,9057.9,17210.01
5797,726,143,1,0.33,9057.9,6068.792999999999
118,2257,250,3,0.16,8324.24,20977.0848
127,1620,250,5,0.5,8324.24,20810.6
993,2515,250,4,0.49,8324.24,16981.4496
1332,2057,250,5,0.25,8324.24,31215.899999999998
1893,2739,250,3,0.17,8324.24,20727.3576
1922,276,250,3,0.07,8324.24,23224.6296
2008,1435,250,1,0.39,8324.24,5077.7864
2200,2224,250,3,0.5,8324.24,12486.36
2435,2169,250,1,0.08,8324.24,7658.3008
5181,735,250,1,0.49,8324.24,4245.3624
120,1812,371,4,0.32,806.96,2194.9312
389,2161,371,5,0.04,806.96,3873.408
1003,122,371,4,0.46,806.96,1743.0336000000002
1051,1999,371,3,0.17,806.96,2009.3304
1419,1369,371,5,0.17,806.96,3348.884
1420,86,371,1,0.35,806.96,524.524
1678,2937,371,3,0.42,806.96,1404.1104000000003
1784,1135,371,1,0.05,806.96,766.612
2136,1231,371,4,0.06,806.96,3034.1696
2356,2701,371,4,0.14,806.96,2775.9424
3060,481,371,1,0.3,806.96,564.872
3398,4,371,5,0.2,806.96,3227.84
3596,2977,371,3,0.07,806.96,2251.4184
3689,2917,371,4,0.08,806.96,2969.6128000000003
3982,1054,371,4,0.45,806.96,1775.3120000000001
4092,2200,371,2,0.0,806.96,1613.92
4246,2286,371,3,0.05,806.96,2299.836
4386,1860,371,5,0.25,806.96,3026.1000000000004
5913,1356,371,4,0.23,806.96,2485.4368
122,1329,222,4,0.06,8517.9,32027.303999999996
705,1217,222,5,0.4,8517.9,25553.7
798,2224,222,1,0.15,8517.9,7240.214999999999
1258,993,222,3,0.47,8517.9,13543.461
1298,770,222,3,0.27,8517.9,18654.200999999997
1952,2189,222,2,0.48,8517.9,8858.616
2009,1768,222,5,0.29,8517.9,30238.545
2189,666,222,5,0.23,8517.9,32793.915
2723,2562,222,4,0.1,8517.9,30664.44
3097,2745,222,4,0.04,8517.9,32708.735999999997
3408,833,222,4,0.23,8517.9,26235.131999999998
4926,106,222,1,0.38,8517.9,5281.098
124,836,486,1,0.28,7472.58,5380.2576
985,2324,486,2,0.36,7472.58,9564.9024
1105,1907,486,5,0.18,7472.58,30637.578000000005
1145,2422,486,4,0.1,7472.58,26901.288
1329,869,486,4,0.13,7472.58,26004.5784
1936,945,486,2,0.39,7472.58,9116.5476
2177,1590,486,3,0.37,7472.58,14123.176199999998
2915,809,486,2,0.46,7472.58,8070.3864
3091,2671,486,4,0.33,7472.58,20026.514399999996
3155,2922,486,5,0.47,7472.58,19802.337000000003
3776,2582,486,2,0.26,7472.58,11059.4184
5283,409,486,1,0.39,7472.58,4558.2738
125,2383,437,5,0.49,9734.15,24822.0825
310,2679,437,2,0.14,9734.15,16742.737999999998
615,234,437,1,0.14,9734.15,8371.368999999999
2223,1896,437,5,0.24,9734.15,36989.77
2298,293,437,4,0.23,9734.15,29981.182
2313,2548,437,1,0.34,9734.15,6424.538999999999
2395,1670,437,2,0.06,9734.15,18300.201999999997
2537,692,437,3,0.32,9734.15,19857.665999999997
2648,738,437,5,0.21,9734.15,38449.8925
2719,2345,437,4,0.07,9734.15,36211.03799999999
2853,1362,437,1,0.02,9734.15,9539.466999999999
3921,693,437,1,0.29,9734.15,6911.246499999999
4507,1931,437,4,0.08,9734.15,35821.672
5071,1072,437,3,0.34,9734.15,19273.616999999995
128,638,497,1,0.3,8710.03,6097.021
176,85,497,5,0.24,8710.03,33098.114
900,1606,497,4,0.3,8710.03,24388.084
2238,1133,497,5,0.14,8710.03,37453.129
2469,2087,497,4,0.05,8710.03,33098.114
2698,1072,497,1,0.15,8710.03,7403.525500000001
2776,2819,497,4,0.48,8710.03,18116.8624
3928,1977,497,1,0.01,8710.03,8622.9297
4354,2355,497,1,0.19,8710.03,7055.124300000001
4531,1523,497,1,0.28,8710.03,6271.2216
4633,2365,497,1,0.26,8710.03,6445.4222
4886,2903,497,3,0.36,8710.03,16723.257600000004
4934,1198,497,2,0.2,8710.03,13936.048000000003
129,1828,341,3,0.03,3123.26,9088.6866
855,1699,341,3,0.43,3123.26,5340.774600000001
1146,1569,341,1,0.2,3123.26,2498.608
1163,1382,341,4,0.32,3123.26,8495.2672
1198,1323,341,3,0.39,3123.26,5715.5658
2107,2548,341,4,0.06,3123.26,11743.4576
2315,657,341,3,0.28,3123.26,6746.2416
2767,1630,341,1,0.06,3123.26,2935.8644
2818,1193,341,2,0.19,3123.26,5059.681200000001
3084,2008,341,1,0.1,3123.26,2810.934
3591,718,341,3,0.29,3123.26,6652.5438
5529,1603,341,2,0.13,3123.26,5434.472400000001
5944,2480,341,1,0.29,3123.26,2217.5146
5971,1317,341,4,0.31,3123.26,8620.1976
130,950,31,4,0.17,5163.09,17141.4588
262,616,31,1,0.23,5163.09,3975.5793000000003
1192,120,31,5,0.3,5163.09,18070.815
1256,1446,31,4,0.2,5163.09,16521.888000000003
1515,2875,31,1,0.41,5163.09,3046.2231000000006
1981,2718,31,4,0.29,5163.09,14663.1756
2347,2582,31,1,0.26,5163.09,3820.6866
2978,385,31,4,0.13,5163.09,17967.553200000002
3104,783,31,4,0.28,5163.09,14869.6992
5290,1863,31,5,0.42,5163.09,14972.961000000003
5503,1786,31,5,0.29,5163.09,18328.9695
132,2975,493,2,0.09,5003.75,9106.825
630,1894,493,2,0.06,5003.75,9407.05
797,667,493,2,0.09,5003.75,9106.825
992,1983,493,4,0.46,5003.75,10808.1
1765,1873,493,1,0.44,5003.75,2802.1000000000004
1853,1721,493,2,0.05,5003.75,9507.125
3454,909,493,1,0.5,5003.75,2501.875
3771,1713,493,5,0.19,5003.75,20265.1875
3993,1492,493,1,0.06,5003.75,4703.525
4652,975,493,4,0.27,5003.75,14610.949999999999
4704,1212,493,4,0.06,5003.75,18814.1
4958,1319,493,1,0.33,5003.75,3352.5125
133,1778,55,5,0.18,4262.42,17475.922
547,2920,55,1,0.45,4262.42,2344.331
612,175,55,1,0.36,4262.42,2727.9488
885,2983,55,3,0.07,4262.42,11892.1518
1131,812,55,1,0.04,4262.42,4091.9231999999997
1578,1939,55,3,0.43,4262.42,7288.738200000001
2145,1576,55,1,0.48,4262.42,2216.4584
2814,2688,55,5,0.32,4262.42,14492.227999999997
2919,1738,55,3,0.0,4262.42,12787.26
2928,1636,55,3,0.37,4262.42,8055.9738
3054,1743,55,1,0.18,4262.42,3495.1844000000006
3182,2958,55,5,0.2,4262.42,17049.68
4018,59,55,3,0.39,4262.42,7800.2286
5159,591,55,4,0.24,4262.42,12957.756800000001
5235,8,55,3,0.5,4262.42,6393.63
5485,2273,55,5,0.12,4262.42,18754.647999999997
134,1510,35,1,0.5,7116.97,3558.485
249,1477,35,3,0.07,7116.97,19856.346299999997
396,1819,35,5,0.42,7116.97,20639.213000000003
481,2314,35,3,0.3,7116.97,14945.636999999999
934,2194,35,2,0.04,7116.97,13664.5824
1140,509,35,4,0.31,7116.97,19642.837199999998
1172,1126,35,1,0.39,7116.97,4341.3517
1238,502,35,5,0.22,7116.97,27756.183
1459,1880,35,4,0.43,7116.97,16226.691600000002
1739,700,35,2,0.05,7116.97,13522.243
1770,2378,35,2,0.34,7116.97,9394.400399999999
1834,1654,35,4,0.1,7116.97,25621.092
1966,1930,35,3,0.2,7116.97,17080.728
2020,2794,35,5,0.11,7116.97,31670.516499999998
2740,260,35,3,0.5,7116.97,10675.455
4621,1027,35,1,0.16,7116.97,5978.2548
4632,2118,35,4,0.09,7116.97,25905.770800000002
5812,1453,35,2,0.03,7116.97,13806.9218
135,608,488,1,0.27,8132.95,5937.0535
667,1312,488,3,0.09,8132.95,22202.9535
747,1846,488,4,0.27,8132.95,23748.214
920,2343,488,5,0.36,8132.95,26025.440000000002
2139,1144,488,1,0.35,8132.95,5286.4175000000005
2322,436,488,1,0.22,8132.95,6343.701
2552,2999,488,1,0.32,8132.95,5530.405999999999
2574,912,488,5,0.12,8132.95,35784.98
3611,314,488,4,0.37,8132.95,20495.034
3741,2557,488,5,0.13,8132.95,35378.3325
4180,1933,488,4,0.41,8132.95,19193.762000000002
4320,1316,488,2,0.11,8132.95,14476.651
4908,2756,488,1,0.34,8132.95,5367.746999999999
4918,1888,488,2,0.34,8132.95,10735.493999999999
5093,2902,488,2,0.42,8132.95,9434.222000000002
5166,217,488,4,0.39,8132.95,19844.397999999997
5262,725,488,2,0.11,8132.95,14476.651
5679,2555,488,3,0.35,8132.95,15859.252499999999
5723,268,488,1,0.38,8132.95,5042.429
136,1963,166,3,0.48,4727.16,7374.3696
351,1725,166,3,0.25,4727.16,10636.11
371,303,166,4,0.0,4727.16,18908.64
381,316,166,1,0.47,4727.16,2505.3948
464,667,166,5,0.03,4727.16,22926.726
1017,342,166,3,0.06,4727.16,13330.591199999999
1374,1129,166,5,0.4,4727.16,14181.48
2409,2069,166,5,0.01,4727.16,23399.442
3599,2022,166,3,0.47,4727.16,7516.1844
3975,633,166,2,0.42,4727.16,5483.5056
4708,1854,166,5,0.46,4727.16,12763.332
5414,726,166,5,0.15,4727.16,20090.43
137,384,362,1,0.14,7899.5,6793.57
344,1431,362,3,0.12,7899.5,20854.68
2327,2932,362,3,0.29,7899.5,16825.934999999998
3003,1505,362,1,0.38,7899.5,4897.69
4281,2204,362,1,0.16,7899.5,6635.58
5341,338,362,3,0.38,7899.5,14693.07
5527,2639,362,1,0.16,7899.5,6635.58
138,2032,245,4,0.28,4886.63,14073.4944
359,2884,245,4,0.26,4886.63,14464.4248
957,740,245,2,0.35,4886.63,6352.619000000001
1171,1233,245,2,0.49,4886.63,4984.3626
1217,308,245,1,0.13,4886.63,4251.3681
1239,2138,245,3,0.18,4886.63,12021.1098
1960,2534,245,3,0.06,4886.63,13780.296599999998
2921,700,245,2,0.41,4886.63,5766.223400000001
3138,2344,245,5,0.03,4886.63,23700.1555
3651,1790,245,5,0.32,4886.63,16614.542
4081,2141,245,3,0.35,4886.63,9528.9285
4230,1872,245,4,0.43,4886.63,11141.516400000002
4501,940,245,5,0.17,4886.63,20279.5145
4821,1224,245,1,0.29,4886.63,3469.5072999999998
4976,1282,245,4,0.4,4886.63,11727.912
5296,2740,245,4,0.3,4886.63,13682.564
5844,329,245,4,0.0,4886.63,19546.52
139,744,312,1,0.26,8697.77,6436.3498
520,1897,312,1,0.04,8697.77,8349.8592
1815,1543,312,2,0.48,8697.77,9045.6808
2524,694,312,4,0.25,8697.77,26093.31
4164,388,312,5,0.22,8697.77,33921.30300000001
4901,404,312,2,0.24,8697.77,13220.610400000001
5150,2206,312,2,0.19,8697.77,14090.387400000001
5866,1503,312,1,0.29,8697.77,6175.4167
140,1882,149,2,0.39,158.37,193.2114
473,2260,149,4,0.38,158.37,392.7576
1066,1532,149,1,0.42,158.37,91.85460000000002
1650,220,149,5,0.19,158.37,641.3985
2502,1305,149,1,0.37,158.37,99.7731
3108,44,149,3,0.15,158.37,403.8435
3638,2339,149,2,0.14,158.37,272.3964
3850,2920,149,2,0.27,158.37,231.2202
3881,2773,149,5,0.2,158.37,633.48
3917,1076,149,1,0.26,158.37,117.1938
4212,1255,149,1,0.14,158.37,136.1982
4266,1598,149,2,0.44,158.37,177.3744
5668,2638,149,3,0.08,158.37,437.1012
142,722,121,1,0.12,2666.0,2346.08
404,2632,121,1,0.37,2666.0,1679.58
680,2801,121,4,0.45,2666.0,5865.200000000001
734,59,121,1,0.32,2666.0,1812.8799999999999
1762,607,121,2,0.1,2666.0,4798.8
2199,1024,121,2,0.15,2666.0,4532.2
2211,1027,121,4,0.26,2666.0,7891.36
2333,1552,121,1,0.19,2666.0,2159.46
2595,1301,121,2,0.25,2666.0,3999.0
3150,426,121,2,0.5,2666.0,2666.0
3698,1594,121,3,0.06,2666.0,7518.12
4828,2950,121,2,0.5,2666.0,2666.0
4898,442,121,1,0.37,2666.0,1679.58
4970,1253,121,2,0.02,2666.0,5225.36
5216,929,121,3,0.29,2666.0,5678.58
5301,1498,121,3,0.43,2666.0,4558.860000000001
5630,2218,121,5,0.43,2666.0,7598.100000000001
5799,2557,121,4,0.03,2666.0,10344.08
143,774,266,4,0.03,200.5,777.9399999999999
1385,1099,266,2,0.01,200.5,396.99
3070,2139,266,1,0.27,200.5,146.365
3521,1741,266,2,0.12,200.5,352.88
3565,1034,266,1,0.12,200.5,176.44
3900,2974,266,5,0.41,200.5,591.4750000000001
4141,1020,266,1,0.01,200.5,198.495
4764,1229,266,3,0.47,200.5,318.795
4831,168,266,2,0.16,200.5,336.84
5169,2407,266,2,0.39,200.5,244.60999999999999
5526,822,266,1,0.19,200.5,162.405
5727,217,266,2,0.01,200.5,396.99
5762,1924,266,1,0.08,200.5,184.46
144,2334,483,4,0.07,2412.27,8973.6444
856,2758,483,3,0.07,2412.27,6730.233299999999
1752,1505,483,1,0.29,2412.27,1712.7116999999998
1758,440,483,5,0.35,2412.27,7839.8775000000005
1855,254,483,5,0.5,2412.27,6030.675
2373,2839,483,2,0.31,2412.27,3328.9325999999996
4094,1307,483,2,0.14,2412.27,4149.1044
4284,1165,483,3,0.45,2412.27,3980.2455
4385,1392,483,1,0.24,2412.27,1833.3252
4587,3,483,1,0.26,2412.27,1785.0798
5552,588,483,5,0.34,2412.27,7960.490999999999
5670,875,483,5,0.47,2412.27,6392.5155
5835,1078,483,1,0.3,2412.27,1688.589
145,2010,254,1,0.44,4700.61,2632.3416
792,1755,254,3,0.16,4700.61,11845.537199999999
904,652,254,4,0.24,4700.61,14289.854399999998
1465,2122,254,2,0.41,4700.61,5546.719800000001
2445,1202,254,4,0.06,4700.61,17674.293599999997
2749,2195,254,2,0.3,4700.61,6580.853999999999
2792,1702,254,3,0.38,4700.61,8743.1346
4578,461,254,1,0.27,4700.61,3431.4453
4684,2717,254,2,0.01,4700.61,9307.2078
4999,2869,254,2,0.45,4700.61,5170.671
146,2988,412,2,0.34,2953.36,3898.4352
546,164,412,4,0.29,2953.36,8387.5424
1228,1888,412,4,0.31,2953.36,8151.2735999999995
2215,510,412,4,0.48,2953.36,6142.9888
2396,2762,412,4,0.17,2953.36,9805.1552
2563,1771,412,3,0.36,2953.36,5670.4512
2697,1324,412,1,0.07,2953.36,2746.6248
3229,761,412,1,0.42,2953.36,1712.9488000000003
3559,1886,412,2,0.12,2953.36,5197.9136
4265,2701,412,2,0.18,2953.36,4843.510400000001
4429,2213,412,1,0.02,2953.36,2894.2928
147,739,111,1,0.37,9505.39,5988.3957
582,1057,111,5,0.45,9505.39,26139.822500000002
635,1919,111,3,0.34,9505.39,18820.672199999997
697,877,111,4,0.42,9505.39,22052.504800000002
1024,817,111,4,0.27,9505.39,27755.7388
1897,576,111,5,0.35,9505.39,30892.517499999998
3340,667,111,4,0.13,9505.39,33078.7572
3466,317,111,2,0.26,9505.39,14067.9772
3926,582,111,2,0.38,9505.39,11786.683599999998
3971,2921,111,1,0.48,9505.39,4942.8027999999995
4095,2597,111,5,0.15,9505.39,40397.907499999994
4382,745,111,4,0.45,9505.39,20911.858
4455,1831,111,1,0.43,9505.39,5418.0723
5236,2168,111,1,0.4,9505.39,5703.2339999999995
5587,303,111,5,0.23,9505.39,36595.7515
148,2653,214,4,0.23,9585.91,29524.6028
