order_id,customer_id,order_date,order_status,payment_method
633,88,2024-11-19,Pending,Net Banking
634,537,2024-09-30,Pending,UPI
635,999,2024-11-26,Cancelled,Credit Card
636,370,2025-01-01,Cancelled,Credit Card
637,70,2025-04-01,Pending,Cash on Delivery
638,977,2024-10-10,Delivered,Cash on Delivery
639,539,2025-06-24,Returned,Credit Card
640,558,2025-02-02,Cancelled,Net Banking
641,520,2024-12-22,Pending,Net Banking
642,806,2025-01-21,Cancelled,UPI
643,520,2024-11-06,Pending,Cash on Delivery
644,568,2024-08-22,Delivered,Credit Card
645,21,2024-10-03,Cancelled,Cash on Delivery
646,400,2025-02-17,Pending,Cash on Delivery
647,895,2024-07-24,Cancelled,Net Banking
648,482,2024-10-03,Pending,Cash on Delivery
649,45,2024-08-14,Returned,UPI
650,651,2024-11-20,Pending,Net Banking
651,397,2025-05-08,Pending,Net Banking
652,383,2025-01-26,Pending,Cash on Delivery
653,260,2024-11-26,Pending,Net Banking
654,766,2024-06-28,Returned,UPI
655,17,2024-07-22,Delivered,Credit Card
656,366,2024-09-08,Returned,UPI
657,808,2025-05-08,Delivered,Net Banking
658,70,2025-06-24,Delivered,UPI
659,354,2024-10-03,Returned,Net Banking
660,247,2025-06-22,Cancelled,Cash on Delivery
661,751,2025-01-05,Delivered,Net Banking
662,673,2024-12-20,Returned,Credit Card
663,644,2025-06-25,Pending,UPI
664,107,2025-01-26,Returned,Cash on Delivery
665,791,2025-02-08,Delivered,Net Banking
666,596,2025-05-11,Cancelled,UPI
667,753,2024-10-12,Cancelled,UPI
668,775,2025-01-11,Cancelled,UPI
669,341,2025-02-02,Pending,Cash on Delivery
670,137,2024-12-07,Returned,Net Banking
671,46,2024-09-12,Returned,Net Banking
672,361,2024-10-08,Cancelled,Cash on Delivery
673,560,2024-07-16,Pending,Credit Card
674,347,2024-12-10,Cancelled,UPI
675,834,2025-02-25,Delivered,Net Banking
676,659,2025-01-03,Returned,Cash on Delivery
677,180,2025-02-13,Pending,Cash on Delivery
678,851,2024-08-07,Cancelled,UPI
679,798,2024-12-29,Pending,Cash on Delivery
680,702,2024-12-13,Delivered,UPI
681,476,2024-11-24,Delivered,Net Banking
682,713,2024-10-26,Returned,UPI
683,491,2024-08-12,Pending,Credit Card
684,647,2024-08-20,Cancelled,UPI
685,187,2024-09-05,Cancelled,UPI
686,831,2024-08-13,Cancelled,Credit Card
687,139,2024-11-14,Returned,UPI
688,65,2025-04-18,Delivered,Cash on Delivery
689,734,2025-05-04,Cancelled,Net Banking
690,795,2024-07-18,Returned,Net Banking
691,967,2024-07-12,Returned,Net Banking
692,469,2025-05-22,Returned,Net Banking
693,38,2024-07-24,Returned,Credit Card
694,301,2024-10-12,Returned,UPI
695,207,2024-08-07,Returned,UPI
696,45,2025-01-26,Delivered,Cash on Delivery
697,811,2025-01-20,Delivered,UPI
698,205,2024-10-09,Cancelled,Credit Card
699,908,2024-08-15,Pending,Cash on Delivery
700,43,2025-04-27,Delivered,Cash on Delivery
701,324,2024-08-03,Pending,UPI
702,956,2025-06-21,Cancelled,Credit Card
703,318,2025-04-11,Delivered,Net Banking
704,528,2025-03-20,Delivered,Credit Card
705,408,2024-12-08,Cancelled,Credit Card
706,835,2024-09-14,Cancelled,Credit Card
707,557,2024-07-12,Pending,Cash on Delivery
708,485,2025-06-08,Pending,Cash on Delivery
709,260,2025-03-10,Cancelled,Credit Card
710,38,2025-02-02,Delivered,Net Banking
711,772,2024-07-20,Returned,Cash on Delivery
712,663,2024-06-30,Pending,Credit Card
713,196,2024-08-09,Cancelled,Net Banking
714,293,2024-11-05,Delivered,UPI
715,366,2025-02-24,Delivered,UPI
716,883,2025-04-02,Pending,Credit Card
717,800,2024-10-12,Pending,Credit Card
718,49,2024-10-15,Returned,Cash on Delivery
719,887,2024-12-10,Pending,Net Banking
720,672,2024-09-28,Returned,Credit Card
721,340,2024-09-24,Cancelled,UPI
722,280,2024-09-20,Pending,Credit Card
723,128,2025-02-22,Returned,Cash on Delivery
724,819,2025-02-16,Pending,Cash on Delivery
725,377,2025-02-03,Cancelled,Net Banking
726,448,2025-04-14,Cancelled,UPI
727,911,2024-10-08,Returned,Net Banking
728,410,2025-06-22,Delivered,UPI
729,762,2025-01-27,Cancelled,UPI
730,451,2024-11-11,Cancelled,Credit Card
731,917,2025-05-19,Cancelled,UPI
732,980,2024-09-26,Cancelled,UPI
733,396,2024-08-24,Delivered,Cash on Delivery
734,348,2024-07-05,Cancelled,Net Banking
735,998,2025-01-28,Delivered,Net Banking
736,192,2025-02-08,Pending,Cash on Delivery
737,509,2024-10-28,Delivered,Credit Card
738,709,2025-04-19,Returned,Net Banking
739,510,2024-09-20,Pending,Cash on Delivery
740,377,2024-09-01,Delivered,Credit Card
741,947,2025-05-05,Delivered,Cash on Delivery
742,817,2025-05-13,Delivered,Net Banking
743,532,2024-11-22,Delivered,Net Banking
744,274,2024-09-13,Delivered,UPI
745,821,2025-01-23,Delivered,Cash on Delivery
746,85,2025-02-21,Returned,UPI
747,745,2024-07-03,Returned,Cash on Delivery
748,435,2024-08-28,Returned,Net Banking
749,81,2024-08-01,Delivered,Cash on Delivery
750,441,2025-02-03,Pending,Cash on Delivery
751,617,2025-04-10,Returned,Credit Card
752,843,2025-02-20,Cancelled,Credit Card
753,185,2024-10-09,Cancelled,Credit Card
754,559,2025-05-07,Delivered,UPI
755,301,2025-01-01,Pending,Cash on Delivery
756,329,2024-08-14,Returned,Net Banking
757,106,2024-08-03,Delivered,Cash on Delivery
758,82,2024-09-30,Pending,Cash on Delivery
759,336,2025-05-21,Cancelled,Credit Card
760,677,2024-12-01,Returned,UPI
761,303,2024-09-20,Delivered,Net Banking
762,314,2024-09-28,Delivered,Net Banking
763,457,2024-12-22,Pending,Credit Card
764,618,2025-02-18,Delivered,Net Banking
765,735,2024-08-30,Delivered,Cash on Delivery
766,437,2025-06-08,Returned,Cash on Delivery
767,171,2024-09-02,Cancelled,Credit Card
768,707,2025-06-18,Cancelled,UPI
769,455,2024-09-20,Pending,Cash on Delivery
770,360,2024-10-13,Cancelled,UPI
771,458,2024-08-07,Pending,UPI
772,44,2024-06-28,Returned,Net Banking
773,745,2024-09-27,Pending,Cash on Delivery
774,891,2025-03-14,Cancelled,Net Banking
775,934,2024-10-24,Delivered,Credit Card
776,362,2024-12-13,Returned,Cash on Delivery
777,630,2025-02-07,Cancelled,Credit Card
778,446,2025-05-27,Returned,Net Banking
779,282,2025-02-14,Pending,Net Banking
780,655,2025-05-22,Cancelled,Net Banking
781,811,2024-11-24,Delivered,Cash on Delivery
782,971,2024-12-17,Delivered,Net Banking
783,59,2024-09-17,Delivered,Credit Card
784,77,2024-09-25,Delivered,UPI
785,688,2024-08-04,Returned,Cash on Delivery
786,653,2025-05-22,Cancelled,Credit Card
787,416,2024-07-28,Delivered,Cash on Delivery
788,373,2024-12-02,Delivered,Net Banking
789,526,2025-03-30,Delivered,Cash on Delivery
790,821,2024-12-16,Pending,Net Banking
791,768,2024-12-15,Cancelled,Credit Card
792,696,2024-08-24,Returned,Credit Card
793,164,2025-04-10,Pending,UPI
794,976,2025-06-06,Pending,Net Banking
795,32,2024-11-23,Returned,UPI
796,147,2025-05-23,Delivered,Credit Card
797,870,2025-02-20,Delivered,Net Banking
798,623,2025-04-14,Cancelled,UPI
799,695,2024-11-21,Delivered,Cash on Delivery
800,801,2024-07-05,Pending,Cash on Delivery
801,449,2025-01-23,Pending,Credit Card
802,36,2025-04-20,Pending,Credit Card
803,130,2024-10-10,Returned,UPI
804,69,2024-09-14,Delivered,UPI
805,242,2025-06-04,Delivered,UPI
806,798,2025-03-15,Delivered,Net Banking
807,661,2025-01-03,Delivered,Cash on Delivery
808,376,2024-12-13,Cancelled,Net Banking
809,371,2025-04-29,Cancelled,Net Banking
810,393,2025-06-01,Pending,UPI
811,973,2025-01-16,Pending,Cash on Delivery
812,581,2024-11-06,Returned,UPI
813,34,2024-10-30,Pending,Cash on Delivery
814,620,2024-07-05,Delivered,Cash on Delivery
815,158,2025-01-06,Pending,UPI
816,696,2025-01-10,Pending,Credit Card
817,461,2025-02-21,Cancelled,Net Banking
818,972,2024-11-24,Delivered,Cash on Delivery
819,380,2025-05-18,Returned,UPI
820,381,2024-12-15,Returned,Net Banking
821,455,2025-02-17,Returned,Net Banking
822,782,2024-09-14,Pending,UPI
823,79,2024-11-18,Returned,Credit Card
824,588,2024-08-22,Returned,Credit Card
825,141,2025-03-27,Returned,UPI
826,543,2024-07-27,Cancelled,Credit Card
827,376,2025-02-15,Delivered,Net Banking
828,408,2025-05-18,Cancelled,UPI
829,322,2025-03-25,Delivered,Cash on Delivery
830,666,2025-03-19,Cancelled,UPI
831,286,2024-11-20,Delivered,Credit Card
832,256,2024-08-31,Returned,Net Banking
833,984,2025-04-29,Returned,Net Banking
834,117,2024-11-30,Returned,Cash on Delivery
835,27,2024-09-15,Cancelled,UPI
836,754,2024-09-19,Returned,Credit Card
837,191,2024-10-27,Pending,Cash on Delivery
838,512,2024-11-11,Delivered,UPI
839,531,2024-12-01,Cancelled,Credit Card
840,397,2024-10-11,Returned,Credit Card
841,936,2024-10-01,Returned,Net Banking
842,576,2025-03-31,Delivered,Net Banking
843,121,2024-10-17,Returned,Net Banking
844,269,2025-06-10,Returned,Credit Card
845,794,2024-09-24,Delivered,UPI
846,267,2024-11-21,Delivered,UPI
847,721,2025-02-15,Pending,UPI
848,457,2025-06-02,Pending,Cash on Delivery
849,220,2024-12-26,Delivered,Cash on Delivery
850,627,2024-07-06,Cancelled,Net Banking
851,293,2025-03-20,Pending,Net Banking
852,711,2025-06-25,Delivered,UPI
853,939,2025-01-31,Returned,Net Banking
854,503,2024-09-29,Cancelled,UPI
855,205,2025-03-04,Returned,UPI
856,126,2025-03-24,Pending,Cash on Delivery
857,139,2024-07-22,Returned,UPI
858,874,2024-12-19,Cancelled,Net Banking
859,76,2025-03-30,Delivered,UPI
860,463,2025-05-03,Delivered,Net Banking
861,177,2024-07-05,Cancelled,UPI
862,921,2024-11-25,Returned,Credit Card
863,731,2025-02-04,Returned,Cash on Delivery
864,456,2024-11-08,Cancelled,Cash on Delivery
865,90,2024-11-13,Delivered,UPI
866,830,2024-11-21,Returned,Net Banking
867,699,2024-07-04,Pending,UPI
868,991,2025-01-03,Cancelled,Cash on Delivery
869,866,2024-12-13,Pending,Net Banking
870,328,2025-04-04,Pending,Credit Card
871,684,2024-12-16,Delivered,Credit Card
872,356,2025-06-15,Cancelled,Net Banking
873,727,2024-12-08,Returned,UPI
874,67,2024-07-31,Returned,Cash on Delivery
875,564,2024-12-13,Cancelled,Net Banking
876,556,2024-10-04,Delivered,UPI
877,298,2024-11-09,Returned,Net Banking
878,913,2024-09-23,Returned,Net Banking
879,308,2024-10-09,Returned,Cash on Delivery
880,872,2024-11-16,Delivered,Credit Card
881,162,2025-06-16,Returned,Credit Card
882,729,2024-10-05,Returned,Credit Card
883,727,2024-12-29,Pending,Credit Card
884,950,2024-08-27,Delivered,Cash on Delivery
885,718,2024-08-31,Returned,UPI
886,654,2024-09-20,Delivered,Net Banking
887,179,2025-05-24,Delivered,Cash on Delivery
888,813,2025-02-09,Returned,Credit Card
889,371,2025-03-04,Returned,Credit Card
890,521,2025-01-13,Delivered,Cash on Delivery
891,230,2025-02-14,Delivered,Net Banking
892,125,2025-01-19,Delivered,Cash on Delivery
893,206,2025-05-07,Pending,Net Banking
894,812,2024-09-11,Cancelled,Cash on Delivery
895,143,2025-05-21,Returned,UPI
896,243,2024-07-11,Pending,Credit Card
897,810,2024-11-22,Pending,UPI
898,506,2024-11-15,Delivered,Cash on Delivery
899,27,2024-07-15,Cancelled,UPI
900,370,2025-04-18,Returned,Net Banking
901,568,2024-09-23,Pending,Cash on Delivery
902,587,2024-07-31,Returned,Net Banking
903,378,2025-03-28,Pending,UPI
904,479,2025-06-17,Returned,Credit Card
905,823,2024-08-27,Delivered,Cash on Delivery
906,565,2024-08-01,Delivered,Net Banking
907,133,2025-02-21,Cancelled,UPI
908,627,2025-03-24,Delivered,Cash on Delivery
909,906,2025-01-27,Pending,Credit Card
910,89,2024-07-16,Pending,Cash on Delivery
911,68,2024-10-02,Pending,Credit Card
912,317,2024-07-27,Pending,UPI
913,408,2025-01-16,Delivered,Net Banking
914,735,2025-06-23,Delivered,Cash on Delivery
915,737,2024-10-04,Cancelled,Cash on Delivery
916,491,2024-12-19,Returned,Net Banking
917,539,2024-08-23,Cancelled,Cash on Delivery
918,421,2024-10-18,Returned,Cash on Delivery
919,788,2024-08-21,Delivered,Cash on Delivery
920,420,2025-05-26,Pending,Cash on Delivery
921,844,2024-12-13,Cancelled,Net Banking
922,589,2024-10-13,Cancelled,UPI
923,76,2025-05-31,Delivered,Cash on Delivery
924,129,2025-06-17,Returned,Net Banking
925,996,2024-09-07,Cancelled,UPI
926,325,2024-09-23,Returned,Net Banking
927,658,2024-12-03,Cancelled,Credit Card
928,76,2024-10-26,Pending,UPI
929,461,2024-08-30,Delivered,UPI
930,478,2025-01-15,Returned,Credit Card
931,697,2024-07-22,Delivered,UPI
932,530,2024-09-25,Delivered,UPI
933,353,2025-05-31,Returned,Credit Card
934,132,2024-08-01,Returned,Net Banking
935,900,2025-02-23,Cancelled,Cash on Delivery
936,849,2024-07-17,Returned,UPI
937,799,2025-02-04,Delivered,Net Banking
938,565,2025-03-08,Delivered,Net Banking
939,656,2025-04-27,Returned,Credit Card
940,602,2025-04-27,Returned,Net Banking
941,187,2025-05-31,Cancelled,Credit Card
942,787,2025-05-29,Cancelled,Net Banking
943,990,2025-06-27,Cancelled,Cash on Delivery
944,133,2025-04-10,Delivered,Net Banking
945,444,2024-09-03,Returned,Net Banking
946,515,2024-10-16,Pending,Net Banking
947,933,2025-01-25,Returned,Credit Card
948,890,2024-12-26,Returned,UPI
949,57,2025-06-27,Cancelled,Credit Card
950,852,2024-12-08,Pending,Cash on Delivery
951,128,2025-06-09,Returned,Credit Card
952,531,2024-08-31,Pending,UPI
953,157,2024-09-26,Pending,Cash on Delivery
954,312,2024-07-03,Returned,UPI
955,169,2025-05-06,Cancelled,UPI
956,166,2024-09-10,Cancelled,Cash on Delivery
957,331,2025-02-16,Returned,UPI
958,958,2025-03-30,Pending,Credit Card
959,727,2024-07-26,Pending,UPI
960,231,2024-07-23,Cancelled,Net Banking
961,355,2025-04-23,Cancelled,Credit Card
962,971,2024-08-05,Cancelled,UPI
963,964,2024-10-09,Pending,Net Banking
964,532,2025-05-10,Pending,Credit Card
965,917,2025-04-27,Cancelled,Cash on Delivery
966,291,2024-09-04,Cancelled,Credit Card
967,867,2025-01-20,Pending,Cash on Delivery
968,81,2024-08-14,Delivered,Credit Card
969,257,2025-04-25,Pending,Net Banking
970,202,2024-12-23,Returned,Cash on Delivery
971,651,2025-01-27,Returned,Credit Card
972,980,2025-04-18,Pending,Cash on Delivery
973,565,2024-11-17,Returned,UPI
974,282,2025-04-03,Delivered,Credit Card
975,129,2024-09-04,Delivered,Credit Card
976,641,2024-08-25,Delivered,Net Banking
977,311,2025-01-20,Returned,Net Banking
978,630,2025-06-24,Cancelled,Net Banking
979,547,2024-09-07,Delivered,Cash on Delivery
980,96,2024-09-30,Delivered,Credit Card
981,515,2025-04-28,Cancelled,Cash on Delivery
982,657,2024-06-30,Pending,Credit Card
983,173,2024-10-31,Cancelled,Net Banking
984,607,2025-05-25,Pending,Cash on Delivery
985,965,2024-09-01,Pending,UPI
986,595,2025-04-20,Cancelled,UPI
987,158,2024-10-10,Delivered,Credit Card
988,176,2025-01-12,Pending,Cash on Delivery
989,675,2025-05-08,Cancelled,Cash on Delivery
990,640,2024-07-05,Delivered,Credit Card
991,738,2025-01-07,Pending,Credit Card
992,924,2025-01-08,Returned,Net Banking
993,620,2025-06-09,Delivered,Credit Card
994,346,2024-07-19,Cancelled,Net Banking
995,863,2024-11-26,Returned,Cash on Delivery
996,947,2024-08-18,Cancelled,UPI
997,578,2024-08-30,Pending,UPI
998,43,2024-07-15,Delivered,Net Banking
999,846,2024-12-26,Returned,Credit Card
1000,885,2024-08-26,Returned,Credit Card
1001,30,2025-05-21,Returned,UPI
1002,84,2024-08-17,Pending,UPI
1003,47,2024-09-28,Delivered,Net Banking
1004,972,2025-05-27,Delivered,Net Banking
1005,657,2025-02-18,Pending,Cash on Delivery
1006,790,2025-05-17,Cancelled,UPI
1007,591,2024-11-16,Returned,Credit Card
1008,272,2025-02-04,Cancelled,Cash on Delivery
1009,667,2025-04-27,Pending,Net Banking
1010,216,2024-10-13,Cancelled,Net Banking
1011,786,2024-12-23,Cancelled,Cash on Delivery
1012,586,2024-09-30,Pending,UPI
1013,427,2024-12-20,Returned,Cash on Delivery
1014,633,2024-09-03,Cancelled,Credit Card
1015,655,2025-03-29,Delivered,Cash on Delivery
1016,32,2024-08-08,Cancelled,UPI
1017,510,2025-03-31,Cancelled,Net Banking
1018,911,2024-10-01,Delivered,Net Banking
1019,643,2024-08-28,Returned,Net Banking
1020,559,2025-03-02,Delivered,Net Banking
1021,297,2025-02-17,Returned,Cash on Delivery
1022,658,2025-04-16,Pending,Net Banking
1023,980,2024-07-13,Pending,Credit Card
1024,310,2024-07-23,Cancelled,Net Banking
1025,495,2024-11-20,Cancelled,Cash on Delivery
1026,251,2024-08-18,Pending,UPI
1027,825,2024-06-27,Delivered,Net Banking
1028,827,2024-10-16,Pending,Net Banking
1029,702,2024-12-22,Returned,Credit Card
1030,416,2025-01-18,Cancelled,Credit Card
1031,305,2025-05-03,Delivered,Cash on Delivery
1032,465,2025-01-03,Cancelled,Net Banking
1033,75,2025-03-17,Pending,UPI
1034,706,2025-04-15,Delivered,UPI
1035,62,2024-11-27,Pending,Net Banking
1036,162,2025-01-26,Returned,Credit Card
1037,451,2025-01-23,Pending,Cash on Delivery
1038,426,2025-04-05,Delivered,Net Banking
1039,496,2024-11-30,Pending,Net Banking
1040,476,2025-06-07,Cancelled,Credit Card
1041,209,2025-01-16,Cancelled,Net Banking
1042,349,2024-12-25,Delivered,Cash on Delivery
1043,622,2025-03-05,Cancelled,UPI
1044,148,2025-01-14,Returned,UPI
1045,321,2024-11-11,Returned,Cash on Delivery
1046,883,2025-04-28,Delivered,UPI
1047,736,2025-02-17,Pending,Net Banking
1048,327,2025-02-06,Cancelled,Cash on Delivery
1049,752,2025-04-01,Cancelled,Credit Card
1050,882,2025-05-18,Pending,Credit Card
1051,354,2025-04-14,Pending,Credit Card
1052,999,2024-12-01,Pending,Credit Card
1053,409,2025-04-14,Pending,Net Banking
1054,134,2024-10-02,Cancelled,Net Banking
1055,779,2025-01-16,Returned,Credit Card
1056,380,2025-06-25,Delivered,Net Banking
1057,528,2024-12-02,Delivered,Cash on Delivery
1058,576,2024-08-30,Pending,Cash on Delivery
1059,109,2025-01-08,Returned,Cash on Delivery
1060,327,2025-05-26,Cancelled,Credit Card
1061,248,2025-01-07,Cancelled,Credit Card
1062,478,2024-08-15,Delivered,Credit Card
1063,126,2025-05-05,Pending,Net Banking
1064,274,2024-07-11,Returned,UPI
1065,461,2024-09-15,Delivered,UPI
1066,254,2024-07-25,Returned,Net Banking
1067,145,2025-02-14,Pending,Credit Card
1068,100,2024-11-16,Pending,Credit Card
1069,52,2025-05-19,Delivered,Net Banking
1070,298,2024-10-20,Pending,Cash on Delivery
1071,969,2024-08-10,Returned,Cash on Delivery
1072,394,2025-02-16,Returned,Net Banking
1073,885,2025-06-13,Delivered,Net Banking
1074,631,2024-12-04,Pending,Cash on Delivery
1075,429,2024-11-22,Cancelled,Cash on Delivery
1076,255,2024-11-20,Pending,UPI
1077,986,2024-10-21,Delivered,UPI
1078,887,2024-11-19,Delivered,UPI
1079,924,2024-07-06,Cancelled,Credit Card
1080,164,2024-10-27,Delivered,Cash on Delivery
1081,834,2025-01-02,Delivered,Credit Card
1082,336,2024-09-12,Cancelled,Net Banking
1083,957,2025-04-14,Cancelled,Credit Card
1084,592,2024-07-03,Returned,Credit Card
1085,739,2024-09-18,Delivered,Net Banking
1086,321,2024-12-13,Cancelled,Credit Card
1087,195,2025-04-24,Returned,Credit Card
1088,782,2025-03-01,Delivered,UPI
1089,164,2025-04-14,Cancelled,Net Banking
1090,511,2024-08-23,Delivered,Net Banking
1091,528,2024-12-18,Returned,Net Banking
1092,479,2025-05-29,Pending,Net Banking
1093,511,2025-02-11,Delivered,Cash on Delivery
1094,901,2025-04-30,Delivered,Cash on Delivery
1095,316,2025-04-17,Delivered,Net Banking
1096,510,2025-04-13,Delivered,Cash on Delivery
1097,24,2024-08-20,Cancelled,Credit Card
1098,93,2025-03-06,Pending,UPI
1099,968,2025-05-01,Delivered,UPI
1100,403,2024-10-22,Cancelled,Credit Card
1101,518,2024-11-27,Pending,UPI
1102,469,2024-09-29,Returned,Credit Card
1103,990,2024-08-21,Returned,Credit Card
1104,247,2024-07-03,Returned,UPI
1105,221,2025-06-11,Returned,Credit Card
1106,598,2024-09-23,Returned,UPI
1107,362,2025-06-12,Pending,Net Banking
1108,50,2024-12-14,Delivered,UPI
1109,52,2024-10-03,Returned,UPI
1110,289,2025-01-02,Delivered,Net Banking
1111,507,2024-11-29,Delivered,UPI
1112,612,2024-12-25,Delivered,Credit Card
1113,904,2025-03-30,Delivered,Cash on Delivery
1114,864,2024-12-24,Delivered,Net Banking
1115,670,2024-11-18,Pending,UPI
1116,689,2025-06-04,Delivered,Net Banking
1117,482,2024-09-14,Pending,Net Banking
1118,293,2024-12-23,Pending,Credit Card
1119,550,2024-08-16,Delivered,Credit Card
1120,9,2024-12-05,Pending,UPI
1121,868,2024-07-16,Returned,UPI
1122,111,2024-09-30,Returned,Net Banking
1123,442,2024-08-22,Returned,Net Banking
1124,138,2025-06-10,Delivered,Net Banking
1125,904,2025-03-02,Returned,Credit Card
1126,271,2025-06-20,Cancelled,Net Banking
1127,745,2024-08-05,Cancelled,UPI
1128,375,2024-10-19,Cancelled,UPI
1129,783,2024-11-19,Returned,Cash on Delivery
1130,413,2024-07-17,Pending,Net Banking
1131,375,2024-11-10,Cancelled,Credit Card
1132,47,2024-12-24,Pending,Cash on Delivery
1133,411,2025-06-15,Pending,Credit Card
1134,53,2024-11-24,Delivered,Credit Card
1135,584,2025-06-06,Cancelled,Net Banking
1136,576,2025-03-07,Delivered,Net Banking
1137,200,2025-05-31,Delivered,Net Banking
1138,372,2024-12-12,Delivered,Cash on Delivery
1139,567,2024-07-27,Returned,Credit Card
1140,296,2025-02-14,Delivered,Net Banking
1141,76,2024-10-19,Pending,Net Banking
1142,396,2024-11-11,Cancelled,Net Banking
1143,517,2025-05-11,Pending,Net Banking
1144,462,2025-01-12,Cancelled,UPI
1145,783,2025-01-27,Returned,Credit Card
1146,564,2024-12-29,Cancelled,Credit Card
1147,287,2024-07-12,Cancelled,Net Banking
1148,846,2025-06-24,Cancelled,Cash on Delivery
1149,639,2025-05-30,Cancelled,Credit Card
1150,697,2025-05-22,Pending,Cash on Delivery
1151,626,2024-12-30,Cancelled,Net Banking
1152,122,2024-07-23,Delivered,Net Banking
1153,132,2024-11-10,Cancelled,Credit Card
1154,999,2024-11-02,Delivered,Net Banking
1155,100,2024-09-10,Returned,Cash on Delivery
1156,404,2024-10-25,Delivered,Net Banking
1157,383,2025-06-20,Pending,Net Banking
1158,814,2025-01-09,Delivered,Credit Card
1159,348,2024-08-30,Pending,UPI
1160,572,2024-07-01,Delivered,Cash on Delivery
1161,962,2024-08-05,Cancelled,UPI
1162,375,2024-08-22,Returned,Net Banking
1163,774,2025-04-12,Pending,Cash on Delivery
1164,148,2025-03-30,Pending,Net Banking
1165,204,2025-01-31,Cancelled,UPI
1166,617,2024-10-09,Cancelled,UPI
1167,522,2024-07-20,Delivered,Cash on Delivery
1168,412,2024-07-06,Pending,Net Banking
1169,513,2025-01-10,Delivered,UPI
1170,42,2024-09-19,Cancelled,Cash on Delivery
1171,47,2025-02-26,Pending,Net Banking
1172,40,2025-01-15,Returned,Net Banking
1173,141,2024-11-18,Returned,Cash on Delivery
1174,731,2024-07-06,Pending,Net Banking
1175,342,2024-12-18,Pending,UPI
1176,824,2024-11-30,Cancelled,UPI
1177,486,2024-11-03,Pending,Cash on Delivery
1178,532,2025-05-03,Pending,Credit Card
1179,468,2025-02-20,Returned,Net Banking
1180,153,2024-12-22,Cancelled,UPI
1181,621,2024-11-08,Delivered,UPI
1182,915,2025-02-23,Pending,UPI
1183,528,2024-10-31,Cancelled,UPI
1184,144,2024-10-15,Cancelled,Net Banking
1185,336,2024-11-16,Returned,Credit Card
1186,954,2024-07-16,Pending,Net Banking
1187,628,2025-05-04,Pending,Net Banking
1188,327,2025-01-13,Cancelled,Cash on Delivery
1189,167,2025-02-09,Pending,UPI
1190,403,2024-08-13,Returned,UPI
1191,632,2025-06-05,Returned,Credit Card
1192,758,2024-12-14,Returned,Credit Card
1193,863,2025-04-17,Pending,Cash on Delivery
1194,307,2025-01-02,Pending,Cash on Delivery
1195,608,2024-12-12,Returned,Cash on Delivery
1196,345,2025-04-19,Delivered,UPI
1197,520,2025-01-12,Cancelled,UPI
1198,849,2024-07-11,Delivered,Credit Card
1199,522,2025-03-12,Pending,Credit Card
1200,546,2025-04-25,Cancelled,Cash on Delivery
1201,502,2025-01-25,Cancelled,Net Banking
1202,726,2025-04-05,Pending,Credit Card
1203,577,2025-04-13,Delivered,UPI
1204,307,2025-02-01,Delivered,Credit Card
1205,487,2025-01-09,Delivered,UPI
1206,836,2024-07-23,Delivered,Net Banking
1207,18,2024-08-25,Returned,Cash on Delivery
1208,378,2025-06-24,Cancelled,Cash on Delivery
1209,340,2025-05-13,Delivered,Cash on Delivery
1210,690,2024-11-20,Pending,Credit Card
1211,113,2024-11-02,Returned,Cash on Delivery
1212,427,2025-03-10,Cancelled,UPI
1213,598,2025-03-31,Pending,Credit Card
1214,316,2024-12-14,Returned,Credit Card
1215,816,2025-04-07,Cancelled,Net Banking
1216,921,2025-04-03,Pending,Net Banking
1217,743,2025-02-28,Cancelled,Credit Card
1218,894,2024-10-08,Returned,Credit Card
1219,705,2024-08-21,Delivered,Credit Card
1220,645,2024-08-21,Returned,Credit Card
1221,28,2025-04-18,Pending,Credit Card
1222,612,2025-06-17,Delivered,UPI
1223,486,2024-09-11,Cancelled,Credit Card
1224,272,2024-08-02,Cancelled,UPI
1225,991,2025-02-21,Cancelled,Cash on Delivery
1226,672,2024-11-23,Returned,UPI
1227,802,2024-10-12,Cancelled,Cash on Delivery
1228,996,2024-11-27,Cancelled,Net Banking
1229,795,2024-09-20,Cancelled,Net Banking
1230,593,2024-07-13,Returned,Credit Card
1231,592,2024-07-14,Pending,UPI
1232,234,2024-10-22,Delivered,Cash on Delivery
1233,739,2024-07-01,Cancelled,Cash on Delivery
1234,53,2024-08-17,Returned,UPI
1235,598,2024-09-10,Cancelled,Credit Card
1236,492,2024-12-06,Delivered,UPI
1237,175,2025-02-03,Pending,Net Banking
1238,537,2024-09-10,Pending,Net Banking
1239,645,2024-12-06,Cancelled,Credit Card
1240,739,2025-05-03,Delivered,UPI
1241,635,2025-05-13,Cancelled,Net Banking
1242,794,2025-06-04,Pending,Cash on Delivery
1243,862,2024-08-24,Returned,Cash on Delivery
1244,390,2024-12-09,Returned,UPI
1245,152,2025-01-25,Returned,Credit Card
1246,842,2025-02-02,Delivered,Cash on Delivery
1247,698,2024-10-04,Delivered,Cash on Delivery
1248,249,2025-06-17,Pending,Net Banking
1249,33,2024-09-16,Delivered,Cash on Delivery
1250,587,2024-06-27,Pending,UPI
1251,971,2024-07-22,Pending,UPI
1252,718,2024-08-29,Cancelled,Net Banking
1253,113,2025-05-26,Returned,UPI
1254,196,2024-07-11,Returned,UPI
1255,20,2024-10-08,Pending,Net Banking
1256,452,2025-04-05,Delivered,Net Banking
